ObjectNumber,Title,ObjectName,Description
RV-566-153,Beteldoos,beteldoos,"Beteldoosje; van geelkoper, met plat, scharnierend deksel. Het heeft een driehoekig uitsteeksel in het midden van de voorzijde van het deksel.

Sirih(betel)-dozen komen vaak in sets van vier, of ze hebben vier compartimenten zodat de vier ingredienten van het betel-kauwen er opgeborgen kunnen worden: de arecanoot (bunga), verse peperblaadjes (buyo), kalkpoeder (apug), en vochtige tabaksbladeren.

Voor het gebruik van Sitih (betel), zie Blumentritt, II."
RV-566-154,Beteldoos,beteldoosje,Voor sirih.
RV-566-158,Betelschaal,betelschaal,"Betelschaal; van geelkoper. Deze schaal staat op een hoge voet, het bovengedeelte met platte, opengewerkte, herhaaldelijk uitgeschulpte rand. Daaronder een convex gedeelte, versierd met twee rijen vierbladerige bloemen en daartussen verticale evenwijdige strepen, alles in relief. Hetzelfde ornament op de convexe onderrand. De voet is cylindervormig met enige horizontale rondgaande ruggen in het midden.

Deze schaal werd gebruikt om betel (sirih) aan te bieden.


"
RV-566-160,Beteldoos,beteldoos,"Beteldoos: gemaakt van geelkoper. Deze beteldoos is rechthoekig, met vier voetjes op de hoeken van de onderkant. De hele buitenzijde van doos en deksel is met bladkrullen in relief, en hiertussen effen, vierbladerige bloemen versierd. Het deksel is voorzien van scharnieren, is plat en trapsgewijs oplopend. Aan de beide smalle zijden van de doos zijn twee ogen, waardoor een draagkoord van ongekleurd katoen met drie kwastjes is geregen.

Deze beteldoos was van een datu (leider).

Dit soort objecten (samen met betel- en kalkdoosjes) worden als indicatoren gezien van rijkdom en hoge status. Ze werden vaak toegevoegd aan de giften die tijdens bruiloften, van rijke mensen, werden geruild.
Datu's (leiders) hadden vaak honderden van dit soort koperen artefacten in hun huis staan.

Sirih(betel)-dozen komen vaak in sets van vier, of ze hebben vier compartimenten zodat de vier ingredienten van het betel-kauwen er opgeborgen kunnen worden: de arecanoot (bunga), verse peperblaadjes (buyo), kalkpoeder (apug), en vochtige tabaksbladeren.

Voor het gebruik van Sirih, zie Blumentritt, II."
RV-566-290,Betelmand,sirihmand,Mand voor sirih.
RV-574-1a,Beteldoos,sirihdoos,"stel manden, voor feestelijke gelegenheden ; zie bijlage op inventariskaart"
RV-574-1b,Beteldoos,sirihdoos,
RV-575-3,Beteldoos,sirihdoos,met deksel ; zie bijlage op inventariskaart
RV-575-34,Beteltas,sirihtas,"geschenk, bevatte pinang, sirih, vuchten en tabak ; zie bijlage op inventariskaart"
RV-602-16,AMULET,amulet,"gesneden van zacht wit hout, onderzijde glad rond, boveneind in de vorm van een á jour gewerkt zittend beeld met groot hoofd, het gedeelte waarop het beeld zit heeft de gedaante van een schildvormige plaat, waar de buitenzijde door insnijdingen een liervormig figuur gekregen heeft. De knieën zijn omhoog getrokken en met de armen verenigd. De armen zijn omhoog gebogen en met de kin verenigd. Midden op de kruin een groot krulvormig uitsteeksel.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-602-28,AMULET,amulet,"Uit een rond stukje geelbruin hout, ondereind rolvormig. Het boveneind gesneden in de vorm van een zittend mensfiguurtje met groot hoofd en achtkantig hoofddeksel in de vorm van een afgeknotte pyramide. De handen zijn recht naar voren gebogen, de vingers gestyleerd en met de kin verbonden. Beneden de handen een schildvormig gedeelte welke met de voeten zijn verbonden. Het schild is van een soort halvemaanvormige ornamentatie voorzien.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-602-27,AMULETTEN,amulet,"Uit een rond hout staafje, het boveneind gesneden in een hurkend mensfiguur met groot hoofd en hoog zeskantig hoofddeksel in de vorm van een afgeknotte pyramide. Voor zich een schildvormig gedeelte waarin enige krulvormige ornamenten. Het ondereind is nog met schors bedekt.
Het geheel hangt aan een gedraaid vezelsnoer.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-602-26,AMULETTEN,amulet,"Uit een rond hout staafje, het boveneind tot een hurkend mensfiguurtje gesneden met groot hoofd en een vierkant schild voor zich houdend het welk met ingegrifte lijnen in ruiten is verdeeld.
Het geheel hangt aan een vezelkoord.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-602-25,AMULET,amulet,"Uit een rond stuk hout gesneden mensfiguur met groot hoofd en drie vooruitspringende randen als hoofddeksel. Het hurkend beeldje heeft de handen en voeten naar voren naar voren gebogen. Beneden de kin tussen de beide handen een S-vormig ornament en daaronder een gestyleerd gezicht tussen de beide voeten. Het ondereind is glad rond.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-602-24,AMULET,amulet,"Uit een rond houten staafje, het boveneind tot een hurkend mensfiguur gesneden die een soort schild voor zich houdt, waarin een krulvormig ornament. Hoofddeksel door een ronde knop aangegeven waaronder twee vooruitstekende ringen.
Het geheel hangt aan een vezelsnoer.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-602-22,AMULET,amulet,"Wit houten rond staafje, het boveneind tot een hurkend mensfiguur gesneden, met onevenredig lang hoofd en knopvormig hoofddeksel. Beneden de kin doorboord, waardoor een gedraaid vezelsnoer is gehaald.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-602-56,AMULET,amulet,"Zijnde een rond blank houten staafje waarvan het boveneind is bewerkt tot een gestyleerd hurkend mensfiguur, met zeer groot hoofd en afgeknot kegelvormig hoofddeksel. De onderzijde van het staafje is met rood katoen omwoeld, waar aan het eind een witte kraal is bevestigd. Tussen de armen is een gedraaid vezelsnoer getrokken met drie melkwitte kralen aan de einden.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-602-74,AMULET,amulet,"rond houten staafje, het boveneind tot een zittend beeldje met groot hoofd en zuilvormig hoofddeksel gesneden, de handen rusten op een vertikaal schild.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten.

"
RV-602-75,AMULET,amulet,"Rond houten staafje, waarvan het boveneind tot een staand beeldje is gesneden, die een met vele dwarsribben versierd schild voor zich uit houdt.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-602-76,AMULET,amulet,"Dik rond houten staafje, waarvan het boveneind tot een zittend beeldje met groot hoofd en knopvormig hoofddeksel is gesneden. De ellebogen rusten op de omhoog getrokken knieën, de handen omvatten het boveneind van een zuilvormig ornament aan weerskanten waarvan krulvormig snijwerk. Onder de kin is de figuur doorboord om het amulet aan een koord te kunnen hangen.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-602-77,AMULET,amulet,"Dik rond houten staafje, waarvan het boveneind tot een zittend beeldje met groot hoofd en knopvormig hoofddeksel is gesneden. De ellebogen rusten op de opgetrokken knieën. De grote handen gestyleerd weergegeven.

De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-602-78,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-614-130,Beteldoos,sirihdoos,Een sirihdoos met drie afbeeldingen.
RV-614-131,SIRIH?,sirihdoos,zie bijlage op de inventaris ; met 4 afbeeldingen
RV-614-132,Beteldoos,sirihdoos,Een sirihdoos met een kalkbusje.
RV-614-146,Opbergmat voor betel,opbergmat,Wordt gebruikt voor opbergen van sirih.
RV-625-25,Beteldoos,sirihdoos,
RV-625-34,Model van een sirihstel,sirihstel (model),"Sirihstel dat bestaat uit de volgende onderdelen: kalkpot, schaal, cachou, twee dozen met deksel en een vaas."
RV-640-6,Beteltas,sirihtas,
RV-657-9,Beteldoos,sirihdoos,In de mand zitten twee doosjes van messing. Zie 657/49.
RV-659-4,Betelbak,sirihbak,
RV-659-4a,Betelbak,sirihbak,
RV-659-4b1,Betelbak,sirihbak,
RV-659-4b2,Betelbak,sirihbak,
RV-659-4c,Betelbak,sirihbak,
RV-659-4d,Betelvaas,sirihvaas,zeskantig
RV-659-4e1,Beteldoos,sirihdoos,
RV-659-4e2,Beteldoos,sirihdoos,
RV-659-7,Beteldoos,sirihdoos,
RV-659-8,Beteltas,sirihtas,zie 16-381
RV-659-9,Tas,tas,Tas die wordt gebruikt om kleding en sirih in te bewaren.
RV-659-10,Beteldoos,sirihdoos,
RV-730-8,Beteltas,sirihtas,
RV-752-3,SIRIHDOOS EN DEKSEL,beteldoos / sirihdoos,"Ronde houten sirihdoos opschuivend deksel; van binnen rood verlakt; van buiten met het 
karakter voor ""lang leven"" in het midden van het vlak van het 
deksel, en met tekeningen van meanders, bloemen, vogels, draken 
en schildpadden, alles in goudlak op rode grond."
RV-761-235,Beteldoos,sirihdoos,
RV-770-1,Beteldoos,sirihdoos,
RV-770-2,Waterkruik en draagmand,waterkruik en draagmand,"Waterkruik in gevlochten mand, met gouden tuit, Caratan
Karangasem, Bali
Geschonken in 1889 aan Gouverneur Generaal Pijnacker Hordijk, door de vorst van Karangasem
Onderdeel van een groter geschenk, waar ook gevlochten sirih-dozen deel van uitmaakten

"
RV-770-4,Beteldoos,sirihdoos,inventariskaart ontbreekt
RV-773-1,Tas,tas,Tas voor sirih-kalk.
RV-776-43,SARONG,sarong,"inventariskaart ontbreekt ; Tot aan het begin van de twintigste eeuw werd een sarong van boombast voor verschillende doeleinden gebruikt. Volgens Kaudern (1944: 190) is de algemene naam voor sarong 'kumu'. Een sarong werd onder andere gebruikt als laken om in te slapen. Een sarong werd ook gebruikt als draagdoek. Adriani en Kruyt (1901: 146) noemen deze doeken 'pauba'. De derde toepassing van de sarong was de sarong als rok, gedragen op feestelijke gelegenheden en in het dagelijks leven. Deze sarong heet 'topi' en werd uitsluitend door vrouwen gedragen. Wanneer deze sarong werd gedragen door vrouwen op feestelijke gelegenheden heet het kledingstuk 'saludende'. De 'saludende' werd niet gedragen als rok, maar als sjerp over de schouder. De 'pauba' werd het meest gebruikt door mannen. Over het algemeen droegen vrouwen zaken als sirih-pinang in een mand. Kinderen werden door vrouwen wel in een draagsarong gedragen. Het is erg moeilijk om na te gaan om wat voor een soort sarong het hier gaat.
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de doeken. De lap werd aan de uiteinden aan elkaar geklopt, zodat er een koker ontstond. De versieringen werden gemaakt door de doek te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. Versierde boombastkleding werd in het begin van de twintigste eeuw nog wel gedragen tijdens ceremoniën."
RV-781-180,Beteldoos,sirihdoos,
RV-781-181,Beteldoos,sirihdoos,
RV-781-202,SIRIHDOOS,sirihdoos ; deksel ; betelschaar,"Een rechthoekige sirihdoos gemaakt van gevlochten rotanrepen.
In de doos een betelschaar gemaakt van gesmeed ijzer. Bovendien een messing bakje zonder deksel en vier bakjes van gelijke grootte met een deksel."
RV-781-203,Beteldoos,sirihdoos,"De doos bevat een ronde doos met deksel, een spatel en twee dozen met deksel met daarin tabak, gambir, een bosje betelbladeren, twee pinangnoten en enkele stukjes noot."
RV-789-23,EPOK DARAE,sirihdoos,"dient tot bewaring van sirih, gambir en dergelijke"
RV-789-42,Beteldoos,sirihdoos,"Sirihdoos, dient ter bewaring van sirih, gambir en dergelijke."
RV-793-10,SIRIHDOOS,sirihdoos,Een sirihdoos gemaakt van Pandbladrepen. De doos is achthoekig met een overschuivend deksel. Het deksel is versierd met bladvormige motieven.
RV-793-11,SIRIHDOOS,sirihdoos,Een rechthoekige sirihdoos gemaakt van Pandbladrepen. De wanden van de doos buigen naar binnen. Het deksel is hol van vorm met punten op de vier hoeken. De randen zijn voorzien van rotan randen. In de doos een een ondiepe bak met een vooruitstekende rand.
