LinkedTermID,TermMasterID,TermID,Term,Term,TermType,ThesXrefType,ObjectNumber,Title,ObjectName,Description
10137851,10068810,10137851,sirihtassen,sirihtassen,Alternate Term,OBJECTTREFWOORD,RV-1926-111,SIRIHZAK,sirihtas,"De sirihzak werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën. 
"
10137851,10068810,10137852,sirihtassen,betelzakken,Alternate Term,OBJECTTREFWOORD,RV-1926-111,SIRIHZAK,sirihtas,"De sirihzak werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën. 
"
10137851,10068810,10137853,sirihtassen,betel bags,British Equivalent,OBJECTTREFWOORD,RV-1926-111,SIRIHZAK,sirihtas,"De sirihzak werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën. 
"
10137851,10068810,10137850,sirihtassen,beteltassen,Descriptor,OBJECTTREFWOORD,RV-1926-112,SIRIHZAK,sirihtas,"De sirihzak werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën."
10137851,10068810,10137851,sirihtassen,sirihtassen,Alternate Term,OBJECTTREFWOORD,RV-1926-112,SIRIHZAK,sirihtas,"De sirihzak werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën."
10137851,10068810,10137852,sirihtassen,betelzakken,Alternate Term,OBJECTTREFWOORD,RV-1926-112,SIRIHZAK,sirihtas,"De sirihzak werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën."
10137851,10068810,10137853,sirihtassen,betel bags,British Equivalent,OBJECTTREFWOORD,RV-1926-112,SIRIHZAK,sirihtas,"De sirihzak werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën."
10137851,10068810,10137850,sirihtassen,beteltassen,Descriptor,OBJECTTREFWOORD,RV-1926-113,SIRIHZAK,sirihtas,NULL
10137851,10068810,10137851,sirihtassen,sirihtassen,Alternate Term,OBJECTTREFWOORD,RV-1926-113,SIRIHZAK,sirihtas,NULL
10137851,10068810,10137852,sirihtassen,betelzakken,Alternate Term,OBJECTTREFWOORD,RV-1926-113,SIRIHZAK,sirihtas,NULL
10137851,10068810,10137853,sirihtassen,betel bags,British Equivalent,OBJECTTREFWOORD,RV-1926-113,SIRIHZAK,sirihtas,NULL
10137851,10068810,10137850,sirihtassen,beteltassen,Descriptor,OBJECTTREFWOORD,RV-1926-114,SIRIHZAK,sirihtas,"De sirihzak werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën. 
"
10137851,10068810,10137851,sirihtassen,sirihtassen,Alternate Term,OBJECTTREFWOORD,RV-1926-114,SIRIHZAK,sirihtas,"De sirihzak werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën. 
"
10137851,10068810,10137852,sirihtassen,betelzakken,Alternate Term,OBJECTTREFWOORD,RV-1926-114,SIRIHZAK,sirihtas,"De sirihzak werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën. 
"
10137851,10068810,10137853,sirihtassen,betel bags,British Equivalent,OBJECTTREFWOORD,RV-1926-114,SIRIHZAK,sirihtas,"De sirihzak werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën. 
"
10137851,10068810,10137850,sirihtassen,beteltassen,Descriptor,OBJECTTREFWOORD,RV-1926-115,SIRIHTAS,sirihtas,"De sirihtas werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën. 
"
10137851,10068810,10137851,sirihtassen,sirihtassen,Alternate Term,OBJECTTREFWOORD,RV-1926-115,SIRIHTAS,sirihtas,"De sirihtas werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën. 
"
10137851,10068810,10137852,sirihtassen,betelzakken,Alternate Term,OBJECTTREFWOORD,RV-1926-115,SIRIHTAS,sirihtas,"De sirihtas werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën. 
"
10137851,10068810,10137853,sirihtassen,betel bags,British Equivalent,OBJECTTREFWOORD,RV-1926-115,SIRIHTAS,sirihtas,"De sirihtas werd gebruikt om sirih-vruchten, pinangnoten, gambir en kalk in te bewaren. Wanneer men de sirihzak meeneemt, dan draagt men de zak meestal bij zich in een draagsarong. In Bada werd de zak niet alleen gemaakt voor persoonlijk gebruik, maar ook voor verkoop. De sirih, pinang en gambir werden los in de zak bewaard; hoewel men ze soms in een mandje stopt. De kalk werd bewaard in een kokertje of busje. Naast de benodigheden voor een sirih-pinang pruim werden er ook zaken als tabak  en een vuursteen in bewaard.
Een sirihzak was een gebruikelijk cadeau, dat een meisje voor haar geliefde maakt.
De sirihzak werd geopend wanneer men thuis een gast ontvangt. Wanneer men onderweg is en een bekende ontmoet, dan werd er vaak een sirih-pinang pruim aangeboden en gekauwd. Het aanbieden van de pruim bestempelde de vriendschap. Rond de sirihzak bestaan ook een paar taboes, die te maken hebben met de inhoud, die enigszins magisch is. Het was verboden om over een zak heen te stappen, omdat dan er dan de kans bestond dat de geslachtsdelen aangetast zouden worden. Zonder toestemming iets nemen uit de sirihzak van iemand anders, kon de kracht die aan de inhoud van de zak wordt toegeschreven, verminderen.
Kaudern (1944: 175) noemt de sirihzak Batutu. 
Vrouwen en priesters waren verantwoordelijk voor het bewerken van de boombast en het versieren van de zakken. De versieringen werden gemaakt door het materiaal te beschilderen, daarnaast werden er ook motieven aangebracht met behulp van stempels.
Tot aan het begin van de twintigste eeuw werden kleding en accesoires van boombast als alledaagse (onversierd) en ceremoniële (versierd) kleding gedragen. Door onder andere de introductie van geweven doeken raakte boombastkleding in onbruik. In het begin van de twintigste eeuw werden versierde boombastkleding en accesoires nog wel gedragen tijdens ceremoniën. 
"
